issue_time,weather_run_time,valid_time,turbine_id,lead_hour,predicted_normalized_power,model_version,weather_input_hash,weather_response_sha256,forecast_input_hash,model_available_at
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T19:00:00Z,turbine_1,24,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T19:00:00Z,turbine_2,24,0.035860604736554835,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T20:00:00Z,turbine_1,25,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T20:00:00Z,turbine_2,25,0.0,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T21:00:00Z,turbine_1,26,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T21:00:00Z,turbine_2,26,0.01047688140767725,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T22:00:00Z,turbine_1,27,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T22:00:00Z,turbine_2,27,0.0,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T23:00:00Z,turbine_1,28,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T23:00:00Z,turbine_2,28,0.0007853752225480443,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
